VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalestoPurchaseRatio
480,BACARDI USA INC,5315,B & B Liqueur Dom,19.22,28.99,750,11165,214591.3,11624,307571.76,174993.25,9155.84,89286.27,92980.46,30.23049,1.041110614,1.433290912
12546,JIM BEAM BRANDS COMPANY,273,Sauza Extra Gold Tequila,17.31,21.99,1750,12365,214038.15,10442,235543.58,131726.72,19190.54,123880.97,21505.43,9.13013,0.844480388,1.100474752
3960,DIAGEO NORTH AMERICA INC,567,Ketel One Vodka,20.71,28.99,1000,10321,213747.91,10206,295871.94,134252.69,10716.3,257032.07,82124.03,27.75661,0.988857669,1.384209745
3960,DIAGEO NORTH AMERICA INC,3072,Ciroc Peach Vodka,18.24,24.99,750,11614,211839.36,11265,283914.35,104525.02,8874.12,257032.07,72074.99,25.38617,0.96995006,1.340234176
4425,MARTIGNETTI COMPANIES,13665,Josh Cellars Chard,8.96,12.99,750,23640,211814.4,23175,312371.37,104057.86,2592.83,144929.24,100556.97,32.19148,0.980329949,1.474740952
3252,E & J GALLO WINERY,33149,Alamos Ridge Malbec Mendoza,4.79,8.99,750,43995,210736.05,43685,382832.11,101927.57,4894.99,61966.91,172096.06,44.95340,0.992953745,1.816642715
3960,DIAGEO NORTH AMERICA INC,2287,Johnnie Walker Double Black,29.22,38.99,750,7176,209682.72,6790,276954.1,164737.73,5349.8,257032.07,67271.38,24.28972,0.946209588,1.320824625
4425,MARTIGNETTI COMPANIES,36770,Yellow Tail Cab Svgn Ausl,6.13,9.99,1500,34120,209155.6,33726,326204.5,101508.53,7569.74,144929.24,117048.9,35.88206,0.988452521,1.559625944
8004,SAZERAC CO INC,5891,Ryans Irish Cream,11.84,15.99,1750,17651,208987.84,18252,291849.48,161690.88,33539.21,50293.62,82861.64,28.39191,1.034049062,1.396490246
8004,SAZERAC CO INC,3612,Taaka Vodka,6.81,9.99,1750,30304,206370.24,30650,284147.5,106645.45,56313.44,50293.62,77777.26,27.37214,1.011417635,1.376882151
9819,TREASURY WINE ESTATES,32648,Beringer Classic Wh Znfdl,5.3,7.99,1500,38916,206254.8,38957,344974.43,105214.95,8746.09,14836.57,138719.63,40.21157,1.001053551,1.672564372
3960,DIAGEO NORTH AMERICA INC,3513,Ciroc Snap Frost Vodka,17.98,24.99,750,11424,205403.52,11526,290943.74,129614.09,9080.47,257032.07,85540.22,29.40095,1.008928571,1.41644963
8664,"STOLI GROUP,(USA) LLC",3427,Stolichnaya Blueberi,17.85,24.99,1750,11462,204596.7,11516,291064.84,171474.33,21163.47,18544.49,86468.14,29.70752,1.00471122,1.422627247
4425,MARTIGNETTI COMPANIES,46202,Yellow Tail Pnt Grigio Ausl,6.05,9.99,1500,33781,204375.05,33442,322375.46,97743.69,7506.9,144929.24,118000.41,36.60341,0.989964773,1.577371895
8112,MOET HENNESSY USA INC,8537,Dom Chandon Brut Cuvee,9.39,13.99,750,21737,204110.43,20903,312343.97,91170.86,2340.12,48347.26,108233.54,34.65203,0.96163224,1.530269521
9815,WINE GROUP INC,15393,Cupcake Pnt Grigio,4.51,6.99,750,45251,204082.01,44465,335460.35,90082.77,4981.88,27100.41,131378.34,39.16360,0.982630218,1.643752676
12546,JIM BEAM BRANDS COMPANY,3726,Gilbeys Vodka Traveler,3.78,4.99,750,53960,203968.8,53667,276249.33,90540.51,42245.65,123880.97,72280.53,26.16496,0.994570052,1.354370521
1392,CONSTELLATION BRANDS INC,44208,Black Box Pnt Grigio,10.95,16.99,3000,18622,203910.9,18429,333084.71,161168.69,8293.05,79528.99,129173.81,38.78107,0.989635915,1.633481633
7245,PROXIMO SPIRITS INC.,8473,1800 Silver Tequila,24.44,41.99,1750,8333,203658.52,8205,306667.95,200539.13,15080.04,38994.78,103009.43,33.58989,0.984639386,1.505794847
3252,E & J GALLO WINERY,19848,Carnivor Cab Svgn,5.33,9.99,750,38169,203440.77,35495,335379.21,98377.78,3974.3,61966.91,131938.44,39.34008,0.929943148,1.648534903
8004,SAZERAC CO INC,5101,Dr McGillicuddy's Mentholmnt,10.39,13.99,750,19547,203093.33,18265,258455.35,128510.37,14385.03,50293.62,55362.02,21.42034,0.934414488,1.272593984
8673,STE MICHELLE WINE ESTATES,8838,Ch Ste Michelle Cab Svgn Col,7.71,12.99,750,26317,202904.07,25737,344457.47,120603.89,2878.1,15919.7,141553.4,41.09459,0.977961014,1.697637066
